"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"467";"T001038";"53080";"B000150";"2016JJ00";"     1.0";"     1.9";"     1.7";"1.6";"0.8";"";""
"468";"T001038";"53080";"B000150";"2017JJ00";"     0.8";"     1.7";"     1.6";"1.5";"0.6";"";""
"469";"T001038";"53080";"B000150";"2018JJ00";"     0.8";"     1.8";"     1.6";"1.5";"0.7";"";""
"470";"T001038";"53080";"B000150";"2019JJ00";"     0.8";"     1.8";"     1.7";"1.5";"0.8";"";""
"471";"T001038";"53080";"B000150";"1981X001";"     0.4";"     0.6";"     0.5";"0.4";"0.2";"";""
"472";"T001038";"53080";"B000150";"1985X001";"     0.4";"     0.6";"     0.5";"0.4";"0.2";"";""
"473";"T001038";"53080";"B000150";"1989X001";"     0.4";"     0.7";"     0.6";"0.6";"0.2";"";""
"474";"T001038";"53080";"B000150";"1993X001";"     0.5";"     0.8";"     0.7";"0.6";"0.3";"";""
"475";"T001038";"53080";"B000150";"1997X001";"     0.4";"     0.8";"     0.7";"0.7";"0.2";"";""
"476";"T001038";"53080";"B000150";"2001X001";"     0.4";"     0.8";"     0.7";"0.7";"0.2";"";""
"477";"T001038";"53080";"B000150";"2005X001";"     0.4";"     0.8";"     0.8";"0.7";"0.3";"";""
"478";"T001038";"53080";"B000150";"2009X001";"     0.3";"     0.8";"     0.7";"0.6";"0.3";"";""
"479";"T001038";"53080";"B000150";"2013X001";"     0.4";"     0.8";"     0.8";"0.7";"0.4";"";""
"480";"T001038";"20400";"MW00000";"1981JJ00";"     2.7";"    63.9";"    33.4";"28.2";"5.3";"   171.5";"    70.6"
"481";"T001038";"20400";"MW00000";"1982JJ00";"     2.8";"    64.3";"    32.9";"27.9";"5.0";"   171.5";"    70.4"
"482";"T001038";"20400";"MW00000";"1983JJ00";"     2.9";"    63.7";"    33.4";"28.4";"5.0";"   171.6";"    70.6"
"483";"T001038";"20400";"MW00000";"1984JJ00";"     3.2";"    63.2";"    33.6";"28.2";"5.4";"   171.8";"    70.8"
"484";"T001038";"20400";"MW00000";"1985JJ00";"     3.1";"    63.9";"    33.1";"28.0";"5.1";"   171.8";"    70.7"
"485";"T001038";"20400";"MW00000";"1986JJ00";"     3.1";"    62.6";"    34.3";"29.3";"5.1";"   172.0";"    71.1"
"486";"T001038";"20400";"MW00000";"1987JJ00";"     2.3";"    62.7";"    35.0";"29.6";"5.5";"   172.2";"    71.5"
"487";"T001038";"20400";"MW00000";"1988JJ00";"     2.5";"    63.5";"    34.0";"29.1";"4.9";"   172.4";"    71.4"
"488";"T001038";"20400";"MW00000";"1989JJ00";"     2.2";"    62.2";"    35.5";"29.0";"6.5";"   172.3";"    72.0"
"489";"T001038";"20400";"MW00000";"1990JJ00";"     2.6";"    62.3";"    35.0";"28.8";"6.2";"   172.8";"    72.1"
"490";"T001038";"20400";"MW00000";"1991JJ00";"     2.3";"    62.5";"    35.2";"29.3";"5.9";"   172.7";"    72.2"
"491";"T001038";"20400";"MW00000";"1992JJ00";"     2.5";"    60.9";"    36.6";"30.1";"6.5";"   172.7";"    72.5"
"492";"T001038";"20400";"MW00000";"1993JJ00";"     2.7";"    60.8";"    36.5";"30.2";"6.3";"   173.0";"    72.6"
"493";"T001038";"20400";"MW00000";"1994JJ00";"     2.3";"    59.3";"    38.4";"31.3";"7.1";"   173.0";"    73.2"
"494";"T001038";"20400";"MW00000";"1995JJ00";"     2.3";"    59.7";"    38.0";"30.9";"7.1";"   173.1";"    73.3"
"495";"T001038";"20400";"MW00000";"1996JJ00";"     2.6";"    58.4";"    39.0";"31.9";"7.2";"   173.3";"    73.5"
"496";"T001038";"20400";"MW00000";"1997JJ00";"     2.0";"    57.4";"    40.6";"32.2";"8.4";"   173.6";"    74.4"
"497";"T001038";"20400";"MW00000";"1998JJ00";"     1.9";"    57.5";"    40.6";"32.0";"8.5";"   173.6";"    74.3"
"498";"T001038";"20400";"MW00000";"1999JJ00";"     1.9";"    55.7";"    42.4";"33.5";"8.9";"   173.7";"    75.0"
"499";"T001038";"20400";"MW00000";"2000JJ00";"     1.6";"    54.1";"    44.3";"34.6";"9.7";"   174.0";"    75.6"
"500";"T001038";"20400";"MW00000";"2001JJ00";"     1.7";"    53.3";"    44.9";"35.3";"9.6";"   174.0";"    75.9"
"501";"T001038";"20400";"MW00000";"2002JJ00";"     1.8";"    53.2";"    45.1";"35.0";"10.1";"   173.8";"    75.8"
"502";"T001038";"20400";"MW00000";"2003JJ00";"     1.8";"    51.8";"    46.3";"35.3";"11.1";"   174.0";"    76.2"
"503";"T001038";"20400";"MW00000";"2004JJ00";"     1.7";"    51.4";"    46.8";"35.5";"11.4";"   173.9";"    76.5"
"504";"T001038";"20400";"MW00000";"2005JJ00";"     1.7";"    53.1";"    45.2";"34.1";"11.1";"   174.0";"    76.2"
"505";"T001038";"20400";"MW00000";"2006JJ00";"     1.6";"    51.7";"    46.7";"35.1";"11.7";"   174.1";"    76.6"
"506";"T001038";"20400";"MW00000";"2007JJ00";"     1.8";"    52.5";"    45.7";"34.1";"11.6";"   174.1";"    76.5"
"507";"T001038";"20400";"MW00000";"2008JJ00";"     1.9";"    51.0";"    47.1";"35.6";"11.5";"   174.2";"    76.8"
"508";"T001038";"20400";"MW00000";"2009JJ00";"     1.6";"    51.0";"    47.4";"35.3";"12.1";"   174.1";"    76.9"
"509";"T001038";"20400";"MW00000";"2010JJ00";"     1.6";"    50.1";"    48.2";"36.8";"11.4";"   174.2";"    77.0"
"510";"T001038";"20400";"MW00000";"2011JJ00";"     1.5";"    50.3";"    48.2";"36.8";"11.4";"   174.2";"    77.0"
"511";"T001038";"20400";"MW00000";"2012JJ00";"     1.7";"    50.4";"    47.9";"35.9";"12.0";"   174.2";"    77.0"
"512";"T001038";"20400";"MW00000";"2013JJ00";"     1.7";"    50.1";"    48.2";"36.4";"11.8";"   174.1";"    77.0"
"513";"T001038";"20400";"MW00000";"2014JJ00";"     1.4";"    48.3";"    50.3";"36.7";"13.6";"   174.0";"    77.7"
"514";"T001038";"20400";"MW00000";"2015JJ00";"     1.6";"    48.1";"    50.3";"36.6";"13.7";"   174.0";"    77.5"
"515";"T001038";"20400";"MW00000";"2016JJ00";"     1.6";"    48.1";"    50.2";"35.8";"14.5";"   174.1";"    77.8"
"516";"T001038";"20400";"MW00000";"2017JJ00";"     1.5";"    48.5";"    49.9";"35.7";"14.2";"   174.1";"    78.0"
"517";"T001038";"20400";"MW00000";"2018JJ00";"     1.4";"    47.5";"    51.1";"35.8";"15.4";"   174.2";"    78.4"
"518";"T001038";"20400";"MW00000";"2019JJ00";"     1.8";"    47.3";"    51.0";"36.0";"15.0";"   174.2";"    78.2"
"519";"T001038";"20400";"MW00000";"1981X001";"     2.9";"    63.8";"    33.3";"28.2";"5.2";"   171.6";"    70.6"
"520";"T001038";"20400";"MW00000";"1985X001";"     2.7";"    63.2";"    34.1";"29.0";"5.1";"   172.1";"    71.2"
"521";"T001038";"20400";"MW00000";"1989X001";"     2.4";"    62.0";"    35.6";"29.3";"6.3";"   172.6";"    72.2"
"522";"T001038";"20400";"MW00000";"1993X001";"     2.4";"    59.6";"    38.0";"31.1";"6.9";"   173.1";"    73.2"
"523";"T001038";"20400";"MW00000";"1997X001";"     1.8";"    56.2";"    42.0";"33.1";"8.9";"   173.7";"    74.8"
"524";"T001038";"20400";"MW00000";"2001X001";"     1.8";"    52.4";"    45.8";"35.3";"10.5";"   173.9";"    76.1"
"525";"T001038";"20400";"MW00000";"2005X001";"     1.8";"    52.1";"    46.2";"34.7";"11.5";"   174.1";"    76.5"
"526";"T001038";"20400";"MW00000";"2009X001";"     1.6";"    50.5";"    47.9";"36.2";"11.7";"   174.2";"    77.0"
"527";"T001038";"20400";"MW00000";"2013X001";"     1.6";"    48.6";"    49.8";"36.4";"13.4";"   174.1";"    77.5"
"528";"T001038";"20400";"B000150";"1981JJ00";"     0.2";"     0.6";"     0.6";"0.5";"0.3";"     0.1";"     0.1"
"529";"T001038";"20400";"B000150";"1982JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.1"
"530";"T001038";"20400";"B000150";"1983JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.1"
"531";"T001038";"20400";"B000150";"1984JJ00";"     0.2";"     0.6";"     0.6";"0.5";"0.3";"     0.1";"     0.1"
"532";"T001038";"20400";"B000150";"1985JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.1"
"533";"T001038";"20400";"B000150";"1986JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.1"
"534";"T001038";"20400";"B000150";"1987JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"535";"T001038";"20400";"B000150";"1988JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"536";"T001038";"20400";"B000150";"1989JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"537";"T001038";"20400";"B000150";"1990JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"538";"T001038";"20400";"B000150";"1991JJ00";"     0.2";"     0.7";"     0.7";"0.6";"0.3";"     0.1";"     0.2"
"539";"T001038";"20400";"B000150";"1992JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"540";"T001038";"20400";"B000150";"1993JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"541";"T001038";"20400";"B000150";"1994JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"542";"T001038";"20400";"B000150";"1995JJ00";"     0.2";"     0.6";"     0.6";"0.5";"0.3";"     0.1";"     0.2"
"543";"T001038";"20400";"B000150";"1996JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"544";"T001038";"20400";"B000150";"1997JJ00";"     0.2";"     0.5";"     0.5";"0.5";"0.3";"     0.1";"     0.1"
"545";"T001038";"20400";"B000150";"1998JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"546";"T001038";"20400";"B000150";"1999JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"547";"T001038";"20400";"B000150";"2000JJ00";"     0.1";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"548";"T001038";"20400";"B000150";"2001JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"549";"T001038";"20400";"B000150";"2002JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"550";"T001038";"20400";"B000150";"2003JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"551";"T001038";"20400";"B000150";"2004JJ00";"     0.1";"     0.6";"     0.6";"0.5";"0.4";"     0.1";"     0.2"
"552";"T001038";"20400";"B000150";"2005JJ00";"     0.1";"     0.6";"     0.6";"0.5";"0.4";"     0.1";"     0.2"
"553";"T001038";"20400";"B000150";"2006JJ00";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"554";"T001038";"20400";"B000150";"2007JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"555";"T001038";"20400";"B000150";"2008JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"556";"T001038";"20400";"B000150";"2009JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"557";"T001038";"20400";"B000150";"2010JJ00";"     0.1";"     0.5";"     0.5";"0.4";"0.3";"     0.1";"     0.1"
"558";"T001038";"20400";"B000150";"2011JJ00";"     0.1";"     0.5";"     0.5";"0.5";"0.3";"     0.1";"     0.1"
"559";"T001038";"20400";"B000150";"2012JJ00";"     0.1";"     0.5";"     0.5";"0.5";"0.3";"     0.1";"     0.1"
"560";"T001038";"20400";"B000150";"2013JJ00";"     0.1";"     0.5";"     0.5";"0.5";"0.3";"     0.1";"     0.1"
"561";"T001038";"20400";"B000150";"2014JJ00";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"562";"T001038";"20400";"B000150";"2015JJ00";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"563";"T001038";"20400";"B000150";"2016JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"564";"T001038";"20400";"B000150";"2017JJ00";"     0.1";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"565";"T001038";"20400";"B000150";"2018JJ00";"     0.1";"     0.6";"     0.6";"0.5";"0.4";"     0.1";"     0.2"
"566";"T001038";"20400";"B000150";"2019JJ00";"     0.2";"     0.6";"     0.6";"0.6";"0.4";"     0.1";"     0.2"
"567";"T001038";"20400";"B000150";"1981X001";"     0.1";"     0.3";"     0.3";"0.3";"0.1";"     0.1";"     0.1"
"568";"T001038";"20400";"B000150";"1985X001";"     0.1";"     0.3";"     0.3";"0.3";"0.1";"     0.1";"     0.1"
"569";"T001038";"20400";"B000150";"1989X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"570";"T001038";"20400";"B000150";"1993X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"571";"T001038";"20400";"B000150";"1997X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"572";"T001038";"20400";"B000150";"2001X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"573";"T001038";"20400";"B000150";"2005X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"574";"T001038";"20400";"B000150";"2009X001";"     0.1";"     0.3";"     0.3";"0.2";"0.2";"     0.1";"     0.1"
"575";"T001038";"20400";"B000150";"2013X001";"     0.1";"     0.3";"     0.3";"0.3";"0.2";"     0.1";"     0.1"
"576";"T001038";"60300";"MW00000";"1981JJ00";"     5.8";"    79.7";"    14.4";"12.7";"1.7";"   174.3";"    68.0"
"577";"T001038";"60300";"MW00000";"1982JJ00";"     5.6";"    80.4";"    14.0";"12.2";"1.8";"   174.3";"    67.7"
"578";"T001038";"60300";"MW00000";"1983JJ00";"     5.9";"    78.5";"    15.5";"13.7";"1.8";"   174.4";"    68.3"
"579";"T001038";"60300";"MW00000";"1984JJ00";"     7.3";"    77.9";"    14.8";"13.4";"1.5";"   174.6";"    68.0"
"580";"T001038";"60300";"MW00000";"1985JJ00";"     6.2";"    78.5";"    15.3";"13.6";"1.7";"   174.4";"    68.2"
"581";"T001038";"60300";"MW00000";"1986JJ00";"     5.0";"    79.8";"    15.2";"13.8";"1.4";"   175.0";"    68.8"
"582";"T001038";"60300";"MW00000";"1987JJ00";"     3.9";"    78.4";"    17.7";"15.6";"2.2";"   175.3";"    69.5"
"583";"T001038";"60300";"MW00000";"1988JJ00";"     5.1";"    78.1";"    16.8";"15.1";"1.7";"   175.2";"    69.2"
"584";"T001038";"60300";"MW00000";"1989JJ00";"     4.7";"    79.1";"    16.1";"13.5";"2.6";"   175.6";"    69.9"
"585";"T001038";"60300";"MW00000";"1990JJ00";"     4.3";"    77.1";"    18.6";"16.0";"2.6";"   175.7";"    70.0"
"586";"T001038";"60300";"MW00000";"1991JJ00";"     4.0";"    80.3";"    15.8";"13.5";"2.2";"   175.6";"    70.2"
"587";"T001038";"60300";"MW00000";"1992JJ00";"     4.2";"    77.0";"    18.8";"16.0";"2.8";"   175.9";"    70.7"
"588";"T001038";"60300";"MW00000";"1993JJ00";"     6.0";"    73.7";"    20.4";"17.5";"2.9";"   176.3";"    70.9"
"589";"T001038";"60300";"MW00000";"1994JJ00";"     4.1";"    73.7";"    22.2";"18.9";"3.2";"   176.1";"    71.5"
"590";"T001038";"60300";"MW00000";"1995JJ00";"     4.3";"    74.6";"    21.1";"17.5";"3.6";"   176.1";"    71.4"
"591";"T001038";"60300";"MW00000";"1996JJ00";"     5.6";"    74.9";"    19.5";"16.0";"3.5";"   176.3";"    71.2"
"592";"T001038";"60300";"MW00000";"1997JJ00";"     3.8";"    74.2";"    22.0";"18.0";"4.0";"   176.7";"    72.3"
"593";"T001038";"60300";"MW00000";"1998JJ00";"     3.9";"    71.8";"    24.4";"19.3";"5.1";"   176.5";"    72.4"
"594";"T001038";"60300";"MW00000";"1999JJ00";"     3.6";"    70.2";"    26.2";"21.7";"4.5";"   176.8";"    73.1"
"595";"T001038";"60300";"MW00000";"2000JJ00";"     3.7";"    72.7";"    23.5";"19.2";"4.4";"   176.9";"    72.6"
"596";"T001038";"60300";"MW00000";"2001JJ00";"     3.2";"    72.6";"    24.3";"20.6";"3.6";"   177.3";"    73.0"
"597";"T001038";"60300";"MW00000";"2002JJ00";"     4.8";"    69.9";"    25.2";"21.0";"4.2";"   176.8";"    73.1"
"598";"T001038";"60300";"MW00000";"2003JJ00";"     3.7";"    69.5";"    26.7";"21.6";"5.2";"   176.8";"    73.1"
"599";"T001038";"60300";"MW00000";"2004JJ00";"     4.0";"    68.8";"    27.2";"21.6";"5.6";"   176.7";"    73.3"
"600";"T001038";"60300";"MW00000";"2005JJ00";"     4.3";"    72.6";"    23.0";"18.5";"4.5";"   176.5";"    72.5"
"601";"T001038";"60300";"MW00000";"2006JJ00";"     3.8";"    69.3";"    26.9";"22.3";"4.6";"   176.7";"    73.4"
"602";"T001038";"60300";"MW00000";"2007JJ00";"     3.9";"    71.4";"    24.7";"18.9";"5.8";"   176.5";"    73.0"
"603";"T001038";"60300";"MW00000";"2008JJ00";"     4.9";"    70.0";"    25.0";"19.2";"5.8";"   176.8";"    73.6"
"604";"T001038";"60300";"MW00000";"2009JJ00";"     4.7";"    67.2";"    28.1";"21.2";"6.9";"   176.6";"    73.7"
"605";"T001038";"60300";"MW00000";"2010JJ00";"     3.9";"    70.6";"    25.6";"19.9";"5.7";"   176.6";"    73.4"
"606";"T001038";"60300";"MW00000";"2011JJ00";"     3.8";"    68.8";"    27.4";"22.1";"5.3";"   176.4";"    73.4"
"607";"T001038";"60300";"MW00000";"2012JJ00";"     4.2";"    70.7";"    25.1";"19.4";"5.6";"   176.1";"    72.4"
"608";"T001038";"60300";"MW00000";"2013JJ00";"     4.0";"    70.0";"    26.0";"20.3";"5.7";"   175.8";"    72.8"
"609";"T001038";"60300";"MW00000";"2014JJ00";"     3.3";"    68.7";"    28.0";"20.9";"7.1";"   176.3";"    74.1"
"610";"T001038";"60300";"MW00000";"2015JJ00";"     4.3";"    66.9";"    28.7";"23.1";"5.6";"   176.0";"    73.3"
"611";"T001038";"60300";"MW00000";"2016JJ00";"     3.7";"    67.0";"    29.3";"22.0";"7.3";"   176.3";"    74.2"
"612";"T001038";"60300";"MW00000";"2017JJ00";"     3.9";"    68.2";"    27.9";"21.2";"6.7";"   176.1";"    73.6"
"613";"T001038";"60300";"MW00000";"2018JJ00";"     3.9";"    63.6";"    32.5";"24.6";"7.9";"   176.0";"    74.6"
"614";"T001038";"60300";"MW00000";"2019JJ00";"     4.5";"    63.8";"    31.7";"23.4";"8.3";"   176.2";"    74.6"
"615";"T001038";"60300";"MW00000";"1981X001";"     6.2";"    79.1";"    14.7";"13.0";"1.7";"   174.4";"    68.0"
"616";"T001038";"60300";"MW00000";"1985X001";"     5.0";"    78.7";"    16.3";"14.5";"1.7";"   175.0";"    68.9"
"617";"T001038";"60300";"MW00000";"1989X001";"     4.3";"    78.4";"    17.3";"14.8";"2.6";"   175.7";"    70.2"
"618";"T001038";"60300";"MW00000";"1993X001";"     5.0";"    74.2";"    20.8";"17.5";"3.3";"   176.2";"    71.3"
"619";"T001038";"60300";"MW00000";"1997X001";"     3.8";"    72.2";"    24.0";"19.5";"4.5";"   176.7";"    72.6"
"620";"T001038";"60300";"MW00000";"2001X001";"     3.9";"    70.2";"    25.8";"21.2";"4.6";"   176.9";"    73.1"
"621";"T001038";"60300";"MW00000";"2005X001";"     4.2";"    70.9";"    24.9";"19.7";"5.2";"   176.6";"    73.1"
"622";"T001038";"60300";"MW00000";"2009X001";"     4.1";"    69.3";"    26.5";"20.6";"5.9";"   176.4";"    73.2"
"623";"T001038";"60300";"MW00000";"2013X001";"     3.8";"    68.1";"    28.0";"21.6";"6.4";"   176.1";"    73.6"
"624";"T001038";"60300";"B000150";"1981JJ00";"     0.6";"     1.0";"     0.9";"0.8";"0.3";"     0.2";"     0.3"
"625";"T001038";"60300";"B000150";"1982JJ00";"     0.6";"     1.0";"     0.9";"0.8";"0.3";"     0.2";"     0.3"
"626";"T001038";"60300";"B000150";"1983JJ00";"     0.6";"     1.0";"     0.9";"0.9";"0.3";"     0.2";"     0.3"
"627";"T001038";"60300";"B000150";"1984JJ00";"     0.6";"     1.0";"     0.9";"0.8";"0.3";"     0.2";"     0.3"
"628";"T001038";"60300";"B000150";"1985JJ00";"     0.6";"     1.0";"     0.9";"0.9";"0.3";"     0.2";"     0.3"
"629";"T001038";"60300";"B000150";"1986JJ00";"     0.5";"     1.0";"     0.9";"0.9";"0.3";"     0.2";"     0.3"
"630";"T001038";"60300";"B000150";"1987JJ00";"     0.5";"     1.1";"     1.0";"1.0";"0.4";"     0.2";"     0.3"
"631";"T001038";"60300";"B000150";"1988JJ00";"     0.6";"     1.1";"     1.0";"1.0";"0.3";"     0.3";"     0.3"
"632";"T001038";"60300";"B000150";"1989JJ00";"     0.6";"     1.1";"     1.0";"0.9";"0.4";"     0.3";"     0.3"
"633";"T001038";"60300";"B000150";"1990JJ00";"     0.6";"     1.2";"     1.1";"1.0";"0.4";"     0.3";"     0.3"
"634";"T001038";"60300";"B000150";"1991JJ00";"     0.6";"     1.1";"     1.0";"1.0";"0.4";"     0.3";"     0.3"
"635";"T001038";"60300";"B000150";"1992JJ00";"     0.5";"     1.1";"     1.0";"0.9";"0.4";"     0.2";"     0.3"
"636";"T001038";"60300";"B000150";"1993JJ00";"     0.6";"     1.2";"     1.1";"1.0";"0.4";"     0.3";"     0.3"
"637";"T001038";"60300";"B000150";"1994JJ00";"     0.5";"     1.1";"     1.1";"1.0";"0.5";"     0.3";"     0.3"
"638";"T001038";"60300";"B000150";"1995JJ00";"     0.5";"     1.1";"     1.1";"1.0";"0.5";"     0.3";"     0.3"
"639";"T001038";"60300";"B000150";"1996JJ00";"     0.6";"     1.2";"     1.1";"1.0";"0.5";"     0.3";"     0.3"
"640";"T001038";"60300";"B000150";"1997JJ00";"     0.5";"     1.1";"     1.0";"1.0";"0.5";"     0.3";"     0.3"
"641";"T001038";"60300";"B000150";"1998JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"642";"T001038";"60300";"B000150";"1999JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"643";"T001038";"60300";"B000150";"2000JJ00";"     0.5";"     1.2";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"644";"T001038";"60300";"B000150";"2001JJ00";"     0.5";"     1.3";"     1.2";"1.1";"0.5";"     0.3";"     0.4"
"645";"T001038";"60300";"B000150";"2002JJ00";"     0.6";"     1.3";"     1.2";"1.2";"0.6";"     0.3";"     0.4"
"646";"T001038";"60300";"B000150";"2003JJ00";"     0.5";"     1.3";"     1.3";"1.2";"0.6";"     0.3";"     0.4"
"647";"T001038";"60300";"B000150";"2004JJ00";"     0.5";"     1.3";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"648";"T001038";"60300";"B000150";"2005JJ00";"     0.6";"     1.3";"     1.2";"1.1";"0.6";"     0.3";"     0.4"
"649";"T001038";"60300";"B000150";"2006JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.6";"     0.3";"     0.4"
"650";"T001038";"60300";"B000150";"2007JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.7";"     0.3";"     0.4"
"651";"T001038";"60300";"B000150";"2008JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.7";"     0.3";"     0.4"
"652";"T001038";"60300";"B000150";"2009JJ00";"     0.6";"     1.4";"     1.4";"1.2";"0.8";"     0.3";"     0.5"
"653";"T001038";"60300";"B000150";"2010JJ00";"     0.4";"     1.0";"     1.0";"0.9";"0.5";"     0.2";"     0.3"
"654";"T001038";"60300";"B000150";"2011JJ00";"     0.5";"     1.1";"     1.1";"1.0";"0.5";"     0.2";"     0.3"
"655";"T001038";"60300";"B000150";"2012JJ00";"     0.5";"     1.1";"     1.0";"1.0";"0.6";"     0.2";"     0.3"
"656";"T001038";"60300";"B000150";"2013JJ00";"     0.5";"     1.1";"     1.1";"1.0";"0.6";"     0.2";"     0.4"
"657";"T001038";"60300";"B000150";"2014JJ00";"     0.5";"     1.4";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"658";"T001038";"60300";"B000150";"2015JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.7";"     0.3";"     0.4"
"659";"T001038";"60300";"B000150";"2016JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"660";"T001038";"60300";"B000150";"2017JJ00";"     0.5";"     1.3";"     1.3";"1.2";"0.7";"     0.3";"     0.4"
"661";"T001038";"60300";"B000150";"2018JJ00";"     0.5";"     1.4";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"662";"T001038";"60300";"B000150";"2019JJ00";"     0.6";"     1.4";"     1.3";"1.2";"0.8";"     0.3";"     0.4"
"663";"T001038";"60300";"B000150";"1981X001";"     0.3";"     0.5";"     0.4";"0.4";"0.2";"     0.1";"     0.1"
"664";"T001038";"60300";"B000150";"1985X001";"     0.3";"     0.5";"     0.5";"0.5";"0.2";"     0.1";"     0.2"
"665";"T001038";"60300";"B000150";"1989X001";"     0.3";"     0.6";"     0.5";"0.5";"0.2";"     0.1";"     0.2"
"666";"T001038";"60300";"B000150";"1993X001";"     0.3";"     0.6";"     0.5";"0.5";"0.2";"     0.1";"     0.2"
"667";"T001038";"60300";"B000150";"1997X001";"     0.3";"     0.6";"     0.6";"0.5";"0.3";"     0.1";"     0.2"
"668";"T001038";"60300";"B000150";"2001X001";"     0.3";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"669";"T001038";"60300";"B000150";"2005X001";"     0.3";"     0.7";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"670";"T001038";"60300";"B000150";"2009X001";"     0.2";"     0.6";"     0.5";"0.5";"0.3";"     0.1";"     0.2"
"671";"T001038";"60300";"B000150";"2013X001";"     0.3";"     0.6";"     0.6";"0.6";"0.3";"     0.1";"     0.2"
"672";"T001038";"60400";"MW00000";"1981JJ00";"     2.9";"    71.3";"    25.8";"22.3";"3.6";"   172.6";"    70.1"
"673";"T001038";"60400";"MW00000";"1982JJ00";"     3.5";"    71.1";"    25.4";"21.7";"3.7";"   172.7";"    69.9"
"674";"T001038";"60400";"MW00000";"1983JJ00";"     3.2";"    71.5";"    25.2";"21.9";"3.3";"   172.7";"    70.0"
"675";"T001038";"60400";"MW00000";"1984JJ00";"     3.2";"    69.2";"    27.6";"23.4";"4.3";"   173.1";"    70.8"
"676";"T001038";"60400";"MW00000";"1985JJ00";"     3.6";"    69.3";"    27.2";"24.3";"2.8";"   173.0";"    70.2"
"677";"T001038";"60400";"MW00000";"1986JJ00";"     3.9";"    69.6";"    26.5";"23.0";"3.6";"   173.5";"    70.6"
