"ID";"Geslacht";"Leeftijd";"Marges";"Perioden";"Ondergewicht_1";"NormaalGewicht_2";"Overgewicht_3";"MatigOvergewicht_4";"ErnstigOvergewicht_5";"OpgegevenLengte20JaarOfOuder_6";"OpgegevenGewicht20JaarOfOuder_7"
"3414";"4000   ";"71100";"B000150";"1987JJ00";"     0.8";"     3.3";"     3.3";"3.2";"1.6";"     0.4";"     0.7"
"3415";"4000   ";"71100";"B000150";"1988JJ00";"     1.3";"     3.4";"     3.4";"3.2";"2.1";"     0.4";"     0.7"
"3416";"4000   ";"71100";"B000150";"1989JJ00";"     0.7";"     3.4";"     3.4";"3.2";"2.1";"     0.4";"     0.7"
"3417";"4000   ";"71100";"B000150";"1990JJ00";"     0.9";"     3.6";"     3.5";"3.1";"2.6";"     0.4";"     0.9"
"3418";"4000   ";"71100";"B000150";"1991JJ00";"     1.1";"     3.7";"     3.6";"3.4";"2.1";"     0.4";"     0.8"
"3419";"4000   ";"71100";"B000150";"1992JJ00";"     0.6";"     3.2";"     3.2";"3.0";"2.1";"     0.4";"     0.8"
"3420";"4000   ";"71100";"B000150";"1993JJ00";"     1.1";"     3.2";"     3.1";"3.0";"1.6";"     0.4";"     0.7"
"3421";"4000   ";"71100";"B000150";"1994JJ00";"     0.9";"     3.2";"     3.2";"3.0";"2.1";"     0.4";"     0.7"
"3422";"4000   ";"71100";"B000150";"1995JJ00";"     0.4";"     3.1";"     3.1";"3.0";"2.0";"     0.4";"     0.7"
"3423";"4000   ";"71100";"B000150";"1996JJ00";"     0.8";"     3.1";"     3.1";"2.9";"2.0";"     0.4";"     0.7"
"3424";"4000   ";"71100";"B000150";"1997JJ00";"     0.6";"     2.7";"     2.7";"2.5";"1.8";"     0.3";"     0.7"
"3425";"4000   ";"71100";"B000150";"1998JJ00";"     0.7";"     2.8";"     2.8";"2.6";"1.9";"     0.4";"     0.6"
"3426";"4000   ";"71100";"B000150";"1999JJ00";"     0.7";"     2.7";"     2.7";"2.6";"1.8";"     0.4";"     0.7"
"3427";"4000   ";"71100";"B000150";"2000JJ00";"     0.4";"     2.7";"     2.7";"2.5";"1.8";"     0.3";"     0.7"
"3428";"4000   ";"71100";"B000150";"2001JJ00";"     0.4";"     2.7";"     2.7";"2.6";"1.8";"     0.3";"     0.6"
"3429";"4000   ";"71100";"B000150";"2002JJ00";"     0.5";"     2.7";"     2.7";"2.6";"1.9";"     0.4";"     0.7"
"3430";"4000   ";"71100";"B000150";"2003JJ00";"     0.9";"     2.8";"     2.8";"2.6";"2.0";"     0.3";"     0.7"
"3431";"4000   ";"71100";"B000150";"2004JJ00";"     0.6";"     2.6";"     2.6";"2.4";"1.8";"     0.3";"     0.6"
"3432";"4000   ";"71100";"B000150";"2005JJ00";"     0.7";"     2.7";"     2.7";"2.5";"1.9";"     0.4";"     0.6"
"3433";"4000   ";"71100";"B000150";"2006JJ00";"     0.5";"     2.8";"     2.8";"2.6";"1.9";"     0.4";"     0.7"
"3434";"4000   ";"71100";"B000150";"2007JJ00";"     0.6";"     2.9";"     2.9";"2.7";"2.0";"     0.4";"     0.7"
"3435";"4000   ";"71100";"B000150";"2008JJ00";"     0.8";"     2.8";"     2.7";"2.6";"1.8";"     0.4";"     0.7"
"3436";"4000   ";"71100";"B000150";"2009JJ00";"     0.7";"     2.8";"     2.8";"2.7";"2.0";"     0.3";"     0.7"
"3437";"4000   ";"71100";"B000150";"2010JJ00";"     0.6";"     2.1";"     2.1";"2.0";"1.4";"     0.3";"     0.6"
"3438";"4000   ";"71100";"B000150";"2011JJ00";"     0.6";"     2.3";"     2.3";"2.1";"1.7";"     0.3";"     0.6"
"3439";"4000   ";"71100";"B000150";"2012JJ00";"     0.6";"     2.3";"     2.3";"2.1";"1.6";"     0.3";"     0.6"
"3440";"4000   ";"71100";"B000150";"2013JJ00";"     0.5";"     2.3";"     2.3";"2.2";"1.5";"     0.3";"     0.5"
"3441";"4000   ";"71100";"B000150";"2014JJ00";"     0.5";"     2.7";"     2.7";"2.5";"2.0";"     0.4";"     0.8"
"3442";"4000   ";"71100";"B000150";"2015JJ00";"     0.8";"     2.7";"     2.7";"2.6";"2.1";"     0.3";"     0.8"
"3443";"4000   ";"71100";"B000150";"2016JJ00";"     0.8";"     2.7";"     2.7";"2.6";"2.1";"     0.4";"     0.8"
"3444";"4000   ";"71100";"B000150";"2017JJ00";"     0.5";"     2.6";"     2.6";"2.4";"2.0";"     0.4";"     0.8"
"3445";"4000   ";"71100";"B000150";"2018JJ00";"     0.7";"     2.6";"     2.6";"2.5";"2.1";"     0.4";"     0.8"
"3446";"4000   ";"71100";"B000150";"2019JJ00";"     0.5";"     2.6";"     2.6";"2.5";"2.0";"     0.4";"     0.8"
"3447";"4000   ";"71100";"B000150";"1981X001";"     0.4";"     1.6";"     1.6";"1.5";"0.9";"     0.2";"     0.3"
"3448";"4000   ";"71100";"B000150";"1985X001";"     0.5";"     1.6";"     1.6";"1.5";"0.9";"     0.2";"     0.4"
"3449";"4000   ";"71100";"B000150";"1989X001";"     0.4";"     1.7";"     1.7";"1.6";"1.1";"     0.2";"     0.4"
"3450";"4000   ";"71100";"B000150";"1993X001";"     0.4";"     1.6";"     1.6";"1.5";"1.0";"     0.2";"     0.4"
"3451";"4000   ";"71100";"B000150";"1997X001";"     0.3";"     1.4";"     1.4";"1.3";"0.9";"     0.2";"     0.3"
"3452";"4000   ";"71100";"B000150";"2001X001";"     0.3";"     1.3";"     1.3";"1.3";"0.9";"     0.2";"     0.3"
"3453";"4000   ";"71100";"B000150";"2005X001";"     0.3";"     1.4";"     1.4";"1.3";"0.9";"     0.2";"     0.3"
"3454";"4000   ";"71100";"B000150";"2009X001";"     0.3";"     1.2";"     1.2";"1.1";"0.8";"     0.2";"     0.3"
"3455";"4000   ";"71100";"B000150";"2013X001";"     0.3";"     1.3";"     1.3";"1.2";"1.0";"     0.2";"     0.3"
"3456";"4000   ";"53900";"MW00000";"1981JJ00";"     1.2";"    53.6";"    45.2";"32.3";"12.9";"   165.7";"    69.4"
"3457";"4000   ";"53900";"MW00000";"1982JJ00";"     1.1";"    51.7";"    47.2";"35.7";"11.6";"   165.3";"    69.5"
"3458";"4000   ";"53900";"MW00000";"1983JJ00";"     1.7";"    50.6";"    47.7";"38.2";"9.5";"   165.1";"    68.3"
"3459";"4000   ";"53900";"MW00000";"1984JJ00";"     1.5";"    55.3";"    43.2";"30.4";"12.8";"   165.5";"    68.7"
"3460";"4000   ";"53900";"MW00000";"1985JJ00";"     1.7";"    50.7";"    47.6";"38.1";"9.5";"   165.2";"    68.7"
"3461";"4000   ";"53900";"MW00000";"1986JJ00";"     1.3";"    51.0";"    47.7";"35.3";"12.4";"   165.4";"    69.2"
"3462";"4000   ";"53900";"MW00000";"1987JJ00";"     1.3";"    53.0";"    45.7";"36.2";"9.5";"   165.5";"    68.9"
"3463";"4000   ";"53900";"MW00000";"1988JJ00";"     1.0";"    52.3";"    46.7";"34.8";"11.9";"   165.5";"    69.7"
"3464";"4000   ";"53900";"MW00000";"1989JJ00";"     0.5";"    49.5";"    50.0";"36.2";"13.8";"   165.5";"    70.2"
"3465";"4000   ";"53900";"MW00000";"1990JJ00";"     1.3";"    48.7";"    50.1";"39.9";"10.2";"   166.2";"    69.9"
"3466";"4000   ";"53900";"MW00000";"1991JJ00";"     1.6";"    50.6";"    47.8";"37.8";"9.9";"   166.3";"    69.8"
"3467";"4000   ";"53900";"MW00000";"1992JJ00";"     1.8";"    48.9";"    49.3";"36.7";"12.6";"   166.0";"    69.9"
"3468";"4000   ";"53900";"MW00000";"1993JJ00";"     2.3";"    51.0";"    46.6";"35.2";"11.4";"   166.0";"    69.9"
"3469";"4000   ";"53900";"MW00000";"1994JJ00";"     1.0";"    49.8";"    49.2";"36.8";"12.3";"   165.4";"    69.8"
"3470";"4000   ";"53900";"MW00000";"1995JJ00";"     1.4";"    47.8";"    50.8";"39.2";"11.6";"   165.5";"    69.9"
"3471";"4000   ";"53900";"MW00000";"1996JJ00";"     1.1";"    50.3";"    48.6";"38.0";"10.6";"   165.9";"    69.5"
"3472";"4000   ";"53900";"MW00000";"1997JJ00";"     0.4";"    47.7";"    51.9";"35.9";"16.1";"   165.5";"    71.3"
"3473";"4000   ";"53900";"MW00000";"1998JJ00";"     1.1";"    47.9";"    51.0";"37.3";"13.7";"   165.9";"    70.6"
"3474";"4000   ";"53900";"MW00000";"1999JJ00";"     1.1";"    48.8";"    50.1";"34.7";"15.4";"   165.7";"    70.7"
"3475";"4000   ";"53900";"MW00000";"2000JJ00";"     2.0";"    43.9";"    54.1";"39.1";"14.9";"   166.5";"    71.7"
"3476";"4000   ";"53900";"MW00000";"2001JJ00";"     0.6";"    47.6";"    51.9";"40.2";"11.7";"   166.0";"    71.1"
"3477";"4000   ";"53900";"MW00000";"2002JJ00";"     0.7";"    48.4";"    50.9";"32.8";"18.1";"   166.2";"    71.8"
"3478";"4000   ";"53900";"MW00000";"2003JJ00";"     1.5";"    43.8";"    54.7";"37.8";"16.9";"   166.7";"    72.4"
"3479";"4000   ";"53900";"MW00000";"2004JJ00";"     0.6";"    46.2";"    53.2";"38.2";"15.1";"   165.8";"    71.4"
"3480";"4000   ";"53900";"MW00000";"2005JJ00";"     1.2";"    45.2";"    53.6";"37.2";"16.4";"   166.3";"    72.3"
"3481";"4000   ";"53900";"MW00000";"2006JJ00";"     1.2";"    48.5";"    50.4";"33.7";"16.7";"   166.5";"    71.7"
"3482";"4000   ";"53900";"MW00000";"2007JJ00";"     1.4";"    51.5";"    47.2";"31.8";"15.4";"   166.3";"    70.8"
"3483";"4000   ";"53900";"MW00000";"2008JJ00";"     1.5";"    49.0";"    49.5";"34.0";"15.5";"   166.1";"    71.2"
"3484";"4000   ";"53900";"MW00000";"2009JJ00";"     0.7";"    47.1";"    52.2";"36.5";"15.7";"   166.6";"    71.9"
"3485";"4000   ";"53900";"MW00000";"2010JJ00";"     0.8";"    46.2";"    53.0";"36.6";"16.4";"   166.5";"    72.2"
"3486";"4000   ";"53900";"MW00000";"2011JJ00";"     1.1";"    48.9";"    50.0";"35.8";"14.1";"   166.5";"    70.9"
"3487";"4000   ";"53900";"MW00000";"2012JJ00";"     1.2";"    50.4";"    48.3";"34.0";"14.3";"   166.7";"    71.1"
"3488";"4000   ";"53900";"MW00000";"2013JJ00";"     2.1";"    46.9";"    51.0";"34.8";"16.2";"   166.6";"    71.4"
"3489";"4000   ";"53900";"MW00000";"2014JJ00";"     1.1";"    45.5";"    53.4";"35.8";"17.6";"   166.5";"    72.4"
"3490";"4000   ";"53900";"MW00000";"2015JJ00";"     0.6";"    45.8";"    53.6";"36.4";"17.2";"   166.7";"    72.2"
"3491";"4000   ";"53900";"MW00000";"2016JJ00";"     2.0";"    44.5";"    53.5";"34.9";"18.7";"   167.1";"    72.8"
"3492";"4000   ";"53900";"MW00000";"2017JJ00";"     1.3";"    46.0";"    52.6";"34.6";"18.1";"   166.6";"    72.4"
"3493";"4000   ";"53900";"MW00000";"2018JJ00";"     1.3";"    45.2";"    53.5";"32.8";"20.7";"   167.0";"    73.4"
"3494";"4000   ";"53900";"MW00000";"2019JJ00";"     1.5";"    48.5";"    50.0";"30.2";"19.8";"   167.2";"    72.8"
"3495";"4000   ";"53900";"MW00000";"1981X001";"     1.4";"    52.8";"    45.8";"34.1";"11.7";"   165.4";"    69.0"
"3496";"4000   ";"53900";"MW00000";"1985X001";"     1.3";"    51.7";"    46.9";"36.1";"10.8";"   165.4";"    69.1"
"3497";"4000   ";"53900";"MW00000";"1989X001";"     1.3";"    49.4";"    49.3";"37.7";"11.6";"   166.0";"    69.9"
"3498";"4000   ";"53900";"MW00000";"1993X001";"     1.4";"    49.7";"    48.8";"37.3";"11.5";"   165.7";"    69.8"
"3499";"4000   ";"53900";"MW00000";"1997X001";"     1.2";"    47.0";"    51.8";"36.8";"15.0";"   165.9";"    71.1"
"3500";"4000   ";"53900";"MW00000";"2001X001";"     0.8";"    46.4";"    52.7";"37.2";"15.5";"   166.2";"    71.7"
"3501";"4000   ";"53900";"MW00000";"2005X001";"     1.3";"    48.6";"    50.1";"34.2";"16.0";"   166.3";"    71.5"
"3502";"4000   ";"53900";"MW00000";"2009X001";"     1.0";"    48.2";"    50.9";"35.7";"15.1";"   166.6";"    71.5"
"3503";"4000   ";"53900";"MW00000";"2013X001";"     1.4";"    45.7";"    52.9";"35.5";"17.5";"   166.7";"    72.2"
"3504";"4000   ";"53900";"B000150";"1981JJ00";"     0.5";"     2.2";"     2.2";"2.1";"1.5";"     0.3";"     0.5"
"3505";"4000   ";"53900";"B000150";"1982JJ00";"     0.5";"     2.3";"     2.3";"2.2";"1.5";"     0.3";"     0.5"
"3506";"4000   ";"53900";"B000150";"1983JJ00";"     0.6";"     2.3";"     2.3";"2.3";"1.4";"     0.3";"     0.5"
"3507";"4000   ";"53900";"B000150";"1984JJ00";"     0.5";"     2.2";"     2.2";"2.1";"1.5";"     0.3";"     0.5"
"3508";"4000   ";"53900";"B000150";"1985JJ00";"     0.6";"     2.3";"     2.3";"2.3";"1.4";"     0.3";"     0.5"
"3509";"4000   ";"53900";"B000150";"1986JJ00";"     0.5";"     2.3";"     2.3";"2.2";"1.5";"     0.3";"     0.5"
"3510";"4000   ";"53900";"B000150";"1987JJ00";"     0.6";"     2.4";"     2.4";"2.4";"1.4";"     0.3";"     0.5"
"3511";"4000   ";"53900";"B000150";"1988JJ00";"     0.5";"     2.5";"     2.5";"2.4";"1.7";"     0.3";"     0.5"
"3512";"4000   ";"53900";"B000150";"1989JJ00";"     0.4";"     2.5";"     2.5";"2.4";"1.7";"     0.3";"     0.5"
"3513";"4000   ";"53900";"B000150";"1990JJ00";"     0.6";"     2.6";"     2.6";"2.6";"1.6";"     0.3";"     0.6"
"3514";"4000   ";"53900";"B000150";"1991JJ00";"     0.7";"     2.6";"     2.6";"2.6";"1.6";"     0.3";"     0.6"
"3515";"4000   ";"53900";"B000150";"1992JJ00";"     0.6";"     2.4";"     2.4";"2.4";"1.6";"     0.3";"     0.5"
"3516";"4000   ";"53900";"B000150";"1993JJ00";"     0.8";"     2.5";"     2.5";"2.4";"1.6";"     0.3";"     0.6"
"3517";"4000   ";"53900";"B000150";"1994JJ00";"     0.5";"     2.4";"     2.4";"2.3";"1.6";"     0.3";"     0.5"
"3518";"4000   ";"53900";"B000150";"1995JJ00";"     0.5";"     2.3";"     2.3";"2.3";"1.5";"     0.3";"     0.5"
"3519";"4000   ";"53900";"B000150";"1996JJ00";"     0.5";"     2.4";"     2.4";"2.3";"1.5";"     0.3";"     0.6"
"3520";"4000   ";"53900";"B000150";"1997JJ00";"     0.3";"     2.2";"     2.2";"2.1";"1.6";"     0.3";"     0.5"
"3521";"4000   ";"53900";"B000150";"1998JJ00";"     0.5";"     2.4";"     2.4";"2.3";"1.6";"     0.3";"     0.6"
"3522";"4000   ";"53900";"B000150";"1999JJ00";"     0.5";"     2.3";"     2.3";"2.2";"1.7";"     0.3";"     0.6"
"3523";"4000   ";"53900";"B000150";"2000JJ00";"     0.6";"     2.2";"     2.2";"2.2";"1.6";"     0.3";"     0.6"
"3524";"4000   ";"53900";"B000150";"2001JJ00";"     0.3";"     2.3";"     2.3";"2.2";"1.5";"     0.3";"     0.5"
"3525";"4000   ";"53900";"B000150";"2002JJ00";"     0.4";"     2.2";"     2.2";"2.1";"1.7";"     0.3";"     0.6"
"3526";"4000   ";"53900";"B000150";"2003JJ00";"     0.5";"     2.1";"     2.1";"2.1";"1.6";"     0.3";"     0.5"
"3527";"4000   ";"53900";"B000150";"2004JJ00";"     0.3";"     2.0";"     2.0";"1.9";"1.4";"     0.3";"     0.5"
"3528";"4000   ";"53900";"B000150";"2005JJ00";"     0.4";"     2.0";"     2.0";"2.0";"1.5";"     0.3";"     0.5"
"3529";"4000   ";"53900";"B000150";"2006JJ00";"     0.5";"     2.1";"     2.1";"2.0";"1.6";"     0.3";"     0.5"
"3530";"4000   ";"53900";"B000150";"2007JJ00";"     0.5";"     2.2";"     2.2";"2.0";"1.6";"     0.3";"     0.5"
"3531";"4000   ";"53900";"B000150";"2008JJ00";"     0.5";"     2.1";"     2.1";"2.0";"1.5";"     0.3";"     0.5"
"3532";"4000   ";"53900";"B000150";"2009JJ00";"     0.4";"     2.1";"     2.1";"2.0";"1.5";"     0.3";"     0.5"
"3533";"4000   ";"53900";"B000150";"2010JJ00";"     0.3";"     1.6";"     1.6";"1.5";"1.2";"     0.2";"     0.4"
"3534";"4000   ";"53900";"B000150";"2011JJ00";"     0.3";"     1.6";"     1.7";"1.6";"1.1";"     0.2";"     0.4"
"3535";"4000   ";"53900";"B000150";"2012JJ00";"     0.4";"     1.7";"     1.7";"1.6";"1.2";"     0.2";"     0.4"
"3536";"4000   ";"53900";"B000150";"2013JJ00";"     0.5";"     1.7";"     1.7";"1.6";"1.3";"     0.2";"     0.4"
"3537";"4000   ";"53900";"B000150";"2014JJ00";"     0.4";"     2.0";"     2.0";"1.9";"1.5";"     0.3";"     0.5"
"3538";"4000   ";"53900";"B000150";"2015JJ00";"     0.3";"     2.0";"     2.0";"2.0";"1.5";"     0.3";"     0.5"
"3539";"4000   ";"53900";"B000150";"2016JJ00";"     0.6";"     2.0";"     2.0";"2.0";"1.6";"     0.3";"     0.5"
"3540";"4000   ";"53900";"B000150";"2017JJ00";"     0.4";"     2.0";"     2.0";"1.9";"1.5";"     0.3";"     0.5"
"3541";"4000   ";"53900";"B000150";"2018JJ00";"     0.4";"     1.9";"     1.9";"1.8";"1.6";"     0.3";"     0.6"
